idx,First_pokemon,Second_pokemon,Winner,Loser
1359,619,97,619,97
1360,218,519,519,218
1361,219,660,660,219
1362,179,588,588,179
1363,485,609,609,485
1364,326,259,259,326
1365,359,525,525,359
1366,403,677,677,403
1367,637,113,637,113
1368,476,337,476,337
1369,513,781,513,781
1370,384,664,384,664
1371,219,74,219,74
1372,685,139,139,685
1373,132,174,132,174
1374,131,758,131,758
1375,299,341,341,299
1376,279,535,535,279
1377,395,567,567,395
1378,132,194,132,194
1379,444,285,444,285
1380,510,136,136,510
1381,564,703,703,564
1382,216,101,101,216
1383,764,51,764,51
1384,85,267,85,267
1385,364,357,357,364
1386,399,538,538,399
1387,571,729,729,571
1388,574,217,574,217
1389,469,36,469,36
1390,138,485,138,485
1391,448,242,242,448
1392,149,48,48,149
1393,741,121,741,121
1394,602,28,28,602
1395,707,304,707,304
1396,511,667,511,667
1397,310,469,469,310
1398,198,231,198,231
1399,95,446,446,95
1400,292,682,682,292
1401,286,326,326,286
1402,713,523,713,523
1403,481,549,481,549
1404,713,741,713,741
1405,243,377,377,243
1406,202,502,202,502
1407,333,58,333,58
1408,54,244,244,54
1409,721,738,721,738
1410,587,57,57,587
1411,398,392,398,392
1412,455,564,455,564
1413,526,383,526,383
1414,418,767,418,767
1415,748,640,748,640
1416,670,13,13,670
1417,563,276,276,563
1418,756,569,756,569
1419,455,521,521,455
1420,52,565,565,52
1421,740,81,740,81
1422,488,288,288,488
1423,440,439,440,439
1424,251,170,170,251
1425,788,298,298,788
1426,743,245,245,743
1427,181,711,711,181
1428,700,466,700,466
1429,535,192,535,192
1430,323,215,215,323
1431,413,578,413,578
1432,350,238,350,238
1433,573,58,58,573
1434,665,100,665,100
1435,603,422,603,422
1436,38,408,408,38
1437,210,799,799,210
1438,138,539,138,539
1439,477,117,477,117
1440,309,497,497,309
1441,137,223,223,137
1442,34,526,526,34
1443,243,728,728,243
1444,466,375,466,375
1445,777,216,216,777
1446,723,726,726,723
1447,1,766,766,1
1448,668,560,560,668
1449,361,478,478,361
1450,607,343,343,607
1451,600,676,600,676
1452,424,736,424,736
1453,462,169,169,462
1454,447,374,374,447
1455,403,249,249,403
1456,449,517,517,449
1457,645,461,645,461
1458,615,590,590,615
1459,251,539,539,251
1460,56,138,138,56
1461,423,383,423,383
1462,467,506,467,506
1463,583,100,583,100
1464,263,330,263,330
1465,400,214,214,400
1466,662,115,115,662
1467,56,656,656,56
1468,559,342,559,342
1469,552,382,552,382
1470,799,701,701,799
1471,774,694,694,774
1472,649,17,649,17
1473,330,486,330,486
1474,216,584,216,584
1475,746,265,265,746
1476,779,467,467,779
1477,59,797,59,797
1478,298,324,298,324
1479,720,669,720,669
1480,718,675,718,675
1481,542,172,172,542
1482,338,492,338,492
1483,125,186,125,186
1484,557,795,557,795
1485,281,790,281,790
1486,518,776,518,776
1487,428,393,428,393
1488,734,26,26,734
1489,114,228,228,114
1490,306,477,477,306
1491,770,554,554,770
1492,520,371,520,371
1493,579,679,679,579
1494,726,48,726,48
1495,43,30,30,43
1496,14,612,612,14
1497,23,2,23,2
1498,762,104,104,762
1499,386,559,559,386
1500,230,120,230,120
1501,670,174,174,670
1502,788,586,788,586
1503,216,420,420,216
1504,432,484,432,484
1505,397,306,306,397
1506,226,126,126,226
1507,457,601,601,457
1508,369,63,63,369
1509,388,123,388,123
1510,21,518,518,21
1511,656,382,656,382
1512,217,250,250,217
1513,707,179,707,179
1514,702,456,702,456
1515,240,557,557,240
1516,62,154,154,62
1517,84,77,84,77
1518,622,741,622,741
1519,158,565,158,565
1520,158,651,651,158
1521,168,654,654,168
1522,527,237,527,237
1523,38,296,296,38
1524,211,17,211,17
1525,251,220,251,220
1526,625,280,280,625
1527,113,599,599,113
1528,53,330,330,53
1529,778,501,778,501
1530,134,234,234,134
1531,172,777,172,777
1532,15,253,253,15
1533,108,577,108,577
1534,614,352,614,352
1535,2,597,597,2
1536,143,459,143,459
1537,626,304,626,304
1538,316,141,316,141
1539,328,625,625,328
1540,282,535,535,282
1541,674,172,172,674
1542,29,113,29,113
1543,182,391,391,182
1544,752,357,357,752
1545,174,621,174,621
1546,391,102,102,391
1547,721,420,420,721
1548,239,191,191,239
1549,123,729,729,123
1550,642,9,9,642
1551,65,174,65,174
1552,417,708,708,417
1553,94,636,636,94
1554,659,769,659,769
1555,784,601,601,784
1556,113,541,541,113
1557,706,418,418,706
1558,23,635,635,23
1559,151,126,126,151
1560,44,304,44,304
1561,280,494,494,280
1562,323,391,391,323
1563,299,324,299,324
1564,182,126,126,182
1565,780,80,80,780
1566,255,130,130,255
1567,195,711,711,195
1568,725,729,729,725
1569,794,295,794,295
1570,486,683,683,486
1571,416,465,465,416
1572,175,68,175,68
1573,678,318,318,678
1574,76,451,451,76
1575,728,276,276,728
1576,624,562,562,624
1577,111,193,193,111
1578,216,128,216,128
1579,153,394,394,153
1580,291,656,656,291
1581,639,609,609,639
1582,705,738,705,738
1583,219,269,269,219
1584,534,40,534,40
1585,290,192,192,290
1586,546,179,179,546
1587,497,416,497,416
1588,480,427,427,480
1589,521,636,521,636
1590,109,389,109,389
1591,76,214,214,76
1592,242,584,242,584
1593,106,31,31,106
1594,358,86,358,86
1595,152,162,162,152
1596,714,206,714,206
1597,404,508,508,404
1598,223,696,223,696
1599,385,55,55,385
1600,54,626,54,626
1601,370,522,522,370
1602,434,487,434,487
1603,450,607,607,450
1604,505,289,505,289
1605,610,725,610,725
1606,55,91,55,91
1607,536,664,536,664
1608,784,743,784,743
1609,485,614,614,485
1610,221,266,266,221
1611,540,498,540,498
1612,474,286,474,286
1613,15,311,311,15
1614,635,231,635,231
1615,712,422,712,422
1616,177,24,24,177
1617,494,428,494,428
1618,504,97,97,504
1619,648,798,648,798
1620,767,789,767,789
1621,291,367,367,291
1622,658,266,266,658
1623,564,343,343,564
1624,688,627,688,627
1625,243,51,51,243
1626,2,560,560,2
1627,447,176,447,176
1628,357,429,429,357
1629,581,279,581,279
1630,515,87,515,87
1631,147,278,147,278
1632,375,677,677,375
1633,162,524,524,162
1634,197,333,333,197
1635,738,498,498,738
1636,160,199,160,199
1637,642,564,642,564
1638,122,570,570,122
1639,501,370,370,501
1640,83,412,412,83
1641,292,122,292,122
1642,654,459,654,459
1643,453,305,453,305
1644,171,258,171,258
1645,31,547,31,547
1646,321,453,453,321
1647,58,134,134,58
1648,535,158,158,535
1649,207,50,50,207
1650,443,623,623,443
1651,165,688,165,688
1652,564,791,791,564
1653,605,716,716,605
1654,534,268,534,268
1655,454,87,454,87
1656,283,305,283,305
1657,784,246,246,784
1658,737,730,737,730
1659,767,171,171,767
1660,681,484,484,681
1661,677,739,677,739
1662,290,601,601,290
1663,658,82,82,658
1664,661,283,283,661
1665,778,619,778,619
1666,155,378,155,378
1667,703,619,703,619
1668,488,687,687,488
1669,27,325,27,325
1670,681,646,646,681
1671,701,137,701,137
1672,143,42,42,143
1673,218,238,218,238
1674,314,673,314,673
1675,271,229,271,229
1676,193,210,193,210
1677,303,261,261,303
1678,246,592,246,592
1679,570,24,24,570
1680,463,4,4,463
1681,335,743,335,743
1682,405,232,232,405
1683,349,659,349,659
1684,71,16,71,16
1685,800,369,800,369
1686,312,478,478,312
1687,62,470,62,470
1688,760,150,760,150
1689,323,9,9,323
1690,792,126,792,126
1691,779,636,636,779
1692,203,672,672,203
1693,630,552,552,630
1694,568,462,568,462
1695,319,475,475,319
1696,107,773,773,107
1697,424,92,424,92
1698,421,58,421,58
1699,148,615,148,615
1700,239,338,338,239
1701,125,600,125,600
1702,265,784,265,784
1703,517,397,397,517
1704,672,768,768,672
1705,621,453,453,621
1706,568,726,726,568
1707,119,505,505,119
1708,358,707,707,358
1709,542,516,542,516
1710,87,356,87,356
1711,742,150,742,150
1712,397,311,397,311
1713,517,680,517,680
1714,228,43,228,43
1715,581,98,581,98
1716,289,549,549,289
1717,402,59,59,402
1718,722,746,746,722
1719,20,668,20,668
1720,288,540,540,288
1721,455,688,455,688
1722,242,739,242,739
1723,349,207,349,207
1724,694,136,694,136
1725,88,526,526,88
1726,543,682,682,543
1727,768,663,663,768
1728,291,242,242,291
1729,577,745,745,577
1730,378,28,28,378
1731,51,623,623,51
1732,666,102,102,666
1733,622,29,622,29
1734,221,366,366,221
1735,444,62,444,62
1736,577,742,742,577
1737,638,423,423,638
1738,69,508,508,69
1739,297,29,29,297
1740,565,311,565,311
1741,324,416,416,324
1742,764,503,503,764
1743,505,328,328,505
1744,590,256,590,256
1745,214,766,766,214
1746,720,642,720,642
1747,430,148,430,148
1748,81,267,267,81
1749,442,560,560,442
1750,710,202,710,202
1751,113,18,18,113
1752,627,613,613,627
1753,396,390,396,390
1754,36,445,36,445
1755,785,386,785,386
1756,31,6,31,6
1757,457,337,337,457
1758,457,54,54,457
1759,754,29,29,754
1760,435,503,503,435
1761,760,273,273,760
1762,368,253,368,253
1763,709,507,709,507
1764,131,343,131,343
1765,432,70,432,70
1766,437,229,437,229
1767,20,623,20,623
1768,336,434,336,434
1769,457,77,77,457
1770,703,250,703,250
1771,346,474,474,346
1772,570,135,570,135
1773,186,544,544,186
1774,108,99,108,99
1775,377,522,522,377
1776,512,557,557,512
1777,440,588,588,440
1778,24,799,24,799
1779,759,490,490,759
1780,756,727,727,756
1781,383,509,383,509
1782,257,447,257,447
1783,402,50,50,402
1784,330,665,330,665
1785,418,416,418,416
1786,131,221,131,221
1787,523,418,418,523
1788,367,256,367,256
1789,533,660,533,660
1790,163,524,163,524
1791,557,13,557,13
1792,161,34,161,34
1793,334,339,339,334
1794,695,759,759,695
1795,131,692,131,692
1796,796,234,234,796
1797,750,452,750,452
1798,71,749,749,71
1799,791,448,448,791
1800,525,796,525,796
1801,625,134,134,625
1802,105,473,473,105
1803,476,766,766,476
1804,315,16,16,315
1805,332,318,332,318
1806,381,150,381,150
1807,22,517,22,517
1808,398,561,398,561
1809,464,9,9,464
1810,617,75,75,617
1811,672,315,672,315
1812,123,680,123,680
1813,299,623,623,299
1814,767,37,37,767
1815,795,635,635,795
1816,699,534,699,534
1817,347,465,465,347
1818,346,658,658,346
1819,430,513,513,430
1820,189,366,366,189
1821,572,150,572,150
1822,588,234,234,588
1823,683,165,165,683
1824,40,672,40,672
1825,86,334,334,86
1826,737,480,737,480
1827,659,716,716,659
1828,159,377,159,377
1829,616,680,616,680
1830,766,234,234,766
1831,31,296,31,296
1832,691,442,442,691
1833,374,111,111,374
1834,645,722,722,645
1835,19,330,19,330
1836,444,168,444,168
1837,255,765,255,765
1838,190,411,411,190
1839,167,467,467,167
1840,638,736,736,638
1841,30,133,133,30
1842,345,797,797,345
1843,56,116,56,116
1844,121,397,397,121
1845,554,638,554,638
1846,755,54,755,54
1847,42,492,42,492
1848,503,706,706,503
1849,141,498,498,141
1850,428,662,428,662
1851,139,387,387,139
1852,557,4,557,4
1853,178,45,178,45
1854,194,28,28,194
1855,461,208,461,208
1856,352,522,522,352
1857,501,342,501,342
1858,730,338,338,730
1859,403,99,99,403
1860,534,19,534,19
1861,486,246,246,486
1862,632,44,44,632
1863,159,490,490,159
1864,288,633,633,288
1865,751,393,393,751
1866,691,226,691,226
1867,426,427,427,426
1868,488,83,83,488
1869,446,731,731,446
1870,41,75,75,41
1871,581,122,581,122
1872,346,269,269,346
1873,176,145,145,176
1874,454,469,469,454
1875,220,11,11,220
1876,474,433,474,433
1877,323,604,604,323
1878,362,41,362,41
1879,410,188,188,410
1880,193,225,193,225
1881,496,768,768,496
1882,517,303,303,517
1883,564,585,585,564
1884,386,632,632,386
1885,686,421,421,686
1886,576,20,20,576
1887,772,401,772,401
1888,361,24,24,361
1889,667,369,369,667
1890,1,153,153,1
1891,367,577,367,577
1892,361,686,361,686
1893,16,448,16,448
1894,377,339,339,377
1895,195,719,195,719
1896,269,716,716,269
1897,732,607,732,607
1898,287,699,699,287
1899,519,13,519,13
1900,36,404,36,404
1901,57,371,57,371
1902,6,460,6,460
1903,40,674,674,40
1904,366,23,23,366
1905,501,372,372,501
1906,96,205,96,205
1907,491,196,196,491
1908,520,184,184,520
1909,68,257,257,68
1910,730,141,141,730
1911,156,590,590,156
1912,649,589,589,649
1913,219,438,438,219
1914,93,41,93,41
1915,314,411,314,411
1916,472,483,472,483
1917,185,394,394,185
1918,738,627,738,627
1919,146,359,146,359
1920,81,612,612,81
1921,308,703,703,308
1922,643,565,643,565
1923,481,614,481,614
1924,13,153,153,13
1925,364,723,723,364
1926,250,673,250,673
1927,373,678,373,678
1928,306,38,306,38
1929,188,191,191,188
1930,746,516,516,746
1931,517,316,316,517
1932,443,204,204,443
1933,524,492,524,492
1934,432,610,432,610
1935,224,463,463,224
1936,335,206,206,335
1937,788,348,348,788
1938,529,4,529,4
1939,523,407,523,407
1940,526,643,643,526
1941,453,76,453,76
1942,212,29,212,29
1943,511,205,205,511
1944,335,300,300,335
1945,224,111,111,224
1946,485,201,201,485
1947,151,498,498,151
1948,735,220,735,220
1949,341,405,341,405
1950,692,123,692,123
1951,31,151,31,151
1952,335,406,406,335
1953,539,55,55,539
1954,773,744,773,744
1955,723,142,142,723
1956,344,465,465,344
1957,387,709,709,387
1958,346,201,346,201
1959,773,779,773,779
1960,599,480,599,480
1961,506,203,203,506
1962,469,393,469,393
1963,339,685,685,339
1964,41,317,317,41
1965,139,787,787,139
1966,455,168,168,455
1967,720,306,306,720
1968,362,523,362,523
1969,40,649,649,40
1970,57,404,57,404
1971,73,774,774,73
1972,248,574,574,248
1973,589,49,589,49
1974,58,680,680,58
1975,482,471,482,471
1976,400,88,400,88
1977,399,497,497,399
1978,593,682,682,593
1979,690,262,690,262
1980,64,583,583,64
1981,488,211,211,488
1982,109,676,676,109
1983,165,139,165,139
1984,250,72,72,250
1985,176,317,317,176
1986,243,426,426,243
1987,34,572,572,34
1988,534,79,534,79
1989,212,92,212,92
1990,260,534,534,260
1991,139,465,139,465
1992,405,338,338,405
1993,262,559,559,262
1994,161,771,771,161
1995,694,359,694,359
1996,430,543,430,543
1997,631,147,147,631
1998,587,315,587,315
1999,531,280,531,280
2000,62,755,62,755
2001,104,741,104,741
2002,304,779,304,779
2003,83,353,83,353
2004,341,567,341,567
2005,310,647,647,310
2006,132,76,76,132
2007,313,451,313,451
2008,203,162,162,203
2009,361,446,446,361
2010,759,109,109,759
2011,628,356,628,356
2012,269,494,494,269
2013,379,201,379,201
2014,60,270,270,60
2015,561,659,659,561
2016,378,323,378,323
2017,21,461,21,461
2018,731,494,731,494
2019,769,259,259,769
2020,494,384,494,384
2021,194,719,719,194
2022,690,68,690,68
2023,197,149,197,149
2024,559,704,704,559
2025,298,113,298,113
2026,477,619,477,619
2027,695,483,483,695
2028,534,487,534,487
2029,652,575,652,575
2030,640,165,165,640
2031,153,229,153,229
2032,484,123,484,123
2033,800,731,731,800
2034,45,149,149,45
2035,185,366,366,185
2036,474,510,474,510
2037,53,97,97,53
2038,282,124,124,282
2039,615,166,166,615
2040,369,679,679,369
2041,176,406,406,176
2042,476,422,476,422
2043,231,703,703,231
2044,367,746,367,746
2045,763,291,291,763
2046,535,239,535,239
2047,23,167,23,167
2048,464,131,131,464
2049,106,153,153,106
2050,798,726,726,798
2051,53,557,53,557
2052,447,52,52,447
2053,545,268,545,268
2054,469,662,469,662
2055,473,695,473,695
2056,671,796,671,796
2057,540,182,540,182
2058,157,774,157,774
2059,142,79,142,79
2060,308,580,580,308
2061,40,475,475,40
2062,736,29,736,29
2063,797,44,797,44
2064,41,470,41,470
2065,147,372,147,372
2066,297,316,316,297
2067,713,279,713,279
2068,635,394,394,635
2069,684,9,9,684
2070,345,116,116,345
2071,529,753,529,753
2072,724,639,724,639
2073,253,153,153,253
2074,467,287,467,287
2075,237,735,735,237
2076,174,262,174,262
2077,785,780,785,780
2078,25,5,25,5
2079,461,132,461,132
2080,520,395,520,395
2081,722,780,722,780
2082,596,561,596,561
2083,461,319,319,461
2084,424,660,660,424
2085,60,520,520,60
2086,690,653,690,653
2087,47,307,307,47
2088,664,223,223,664
2089,457,437,437,457
2090,540,445,540,445
2091,564,713,713,564
2092,552,517,552,517
2093,186,678,186,678
2094,372,165,165,372
2095,299,467,467,299
2096,26,659,26,659
2097,658,506,658,506
2098,628,225,628,225
2099,295,628,628,295
2100,228,778,228,778
2101,210,577,577,210
2102,193,308,193,308
2103,624,622,622,624
2104,50,512,50,512
2105,594,626,594,626
2106,683,194,683,194
2107,642,740,740,642
2108,194,687,687,194
2109,375,53,375,53
2110,613,293,613,293
2111,795,515,795,515
2112,391,195,391,195
2113,485,680,680,485
2114,220,619,619,220
2115,748,272,748,272
2116,694,319,694,319
2117,625,519,519,625
2118,493,747,747,493
2119,779,344,344,779
2120,371,63,63,371
2121,412,43,43,412
2122,330,583,583,330
2123,494,86,494,86
2124,533,559,533,559
2125,332,353,332,353
2126,193,135,135,193
2127,133,579,133,579
2128,745,542,745,542
2129,490,460,490,460
2130,553,660,553,660
2131,328,789,789,328
2132,678,334,334,678
2133,583,476,583,476
2134,549,707,549,707
2135,255,625,625,255
2136,513,540,513,540
2137,792,255,792,255
2138,92,364,92,364
2139,513,290,513,290
2140,254,58,58,254
2141,49,307,307,49
2142,608,47,608,47
2143,313,512,313,512
2144,191,234,234,191
2145,628,201,628,201
2146,104,118,104,118
