,totalDiff,HPDiff,attackDiff,DefenseDiff,SpAtkDiff,SpdefDiff,SpeedDiff,DAMAGE_A,DAMAGE_SP,TR,win_mapping
352,-65,-15,25,35,-45,-5,-60,30.084000000000003,16.579034482758622,0.0,0
353,-169,-12,-23,-25,-52,-25,-32,21.768,45.816,0.0,0
354,82,41,-34,0,52,30,-7,59.06399999999999,98.9,0.0,0
355,-295,-26,-57,-32,-60,-50,-70,22.047529411764707,13.47529411764706,0.0,0
356,-327,-54,-20,-37,-88,-88,-40,14.145,18.952,0.0,0
357,-19,5,-4,5,-4,-20,-1,65.57379310344827,28.059999999999995,0.0,0
358,49,-48,-25,68,-22,49,27,51.58639175257733,72.40941176470588,0.0,1
359,85,17,-18,-61,7,64,76,68.72732530120483,299.25300000000004,1.5,1
360,65,-5,29,5,39,-5,2,72.312,57.40800000000001,0.5,1
361,40,35,5,68,10,-35,-43,24.150000000000002,11.173548387096776,-1.5,0
362,80,35,10,0,-50,35,50,14.802315789473683,37.812,0.0,1
363,160,43,56,-25,56,10,20,40.848000000000006,19.595999999999997,0.0,1
364,5,9,3,20,-25,0,-2,41.994461538461536,52.44,0.0,0
365,14,10,-26,30,14,40,-54,25.200923076923075,22.631999999999998,-1.5,0
366,-50,-30,-50,0,10,20,0,44.39657142857143,39.19199999999999,0.5,0
367,165,14,44,14,34,64,-5,34.166896551724136,48.779368421052624,0.0,0
368,-110,5,-50,0,-15,-25,-25,19.595999999999997,6.5845714285714285,0.0,0
369,-288,-70,-76,-80,-36,-36,10,23.119058823529414,30.66536170212766,0.0,1
370,-215,-25,-20,-100,0,-30,-40,19.595999999999997,11.789142857142856,-0.5,0
371,-35,-24,10,-27,2,-18,22,31.9056,71.98079999999999,0.0,1
372,-312,-15,-10,-116,-30,-106,-35,25.660114285714286,24.6192,-1.0,0
373,-185,-19,-37,2,-50,-18,-63,13.462040816326532,9.496039603960396,-1.5,0
374,-190,0,-71,-49,21,-51,-40,33.12,14.904,0.0,0
375,-205,-32,-22,-42,-35,-40,-34,24.6192,24.331578947368424,0.0,0
376,471,62,139,120,100,25,25,238.68480000000005,106.40861538461539,1.0,1
377,-455,-70,-120,-80,-65,-80,-40,28.529684210526312,36.74742857142858,1.5,0
378,-269,-45,-52,-5,-97,-68,-2,30.36,47.69279999999999,0.5,0
379,85,20,-10,0,40,35,0,61.6116923076923,50.577,0.0,0
380,-225,-60,-20,0,-70,-40,-35,57.982079999999996,41.952,1.5,0
381,98,-1,13,-11,36,54,7,59.59392,84.99222857142857,0.5,1
382,-14,-10,5,-10,4,10,-13,43.239999999999995,36.650232558139535,0.0,0
383,40,-15,-10,-15,50,25,5,12.696000000000002,26.33364705882353,0.0,1
384,-386,-75,-55,-26,-126,-52,-52,8.237788235294117,10.583873684210527,-0.5,0
385,60,-50,5,-5,50,40,20,84.732,84.732,0.0,1
386,31,3,20,18,-30,18,2,39.19199999999999,74.03999999999999,0.5,1
387,80,10,-3,-22,45,45,5,34.1688,27.875999999999998,-1.5,1
388,161,25,32,15,70,5,14,93.84,27.048000000000002,0.0,1
389,-200,-40,-75,-90,-10,-20,35,11.167384615384616,39.19199999999999,0.0,1
390,-40,15,20,30,-20,-20,-65,71.98079999999999,14.904,-1.0,0
391,-177,-26,-22,-36,-49,4,-48,15.676799999999997,34.7392,0.0,0
392,30,10,15,15,-10,10,-10,46.023,43.746,0.5,0
393,0,-16,53,-20,-4,-20,7,22.529302325581394,26.37333333333333,0.0,1
394,-75,-5,-5,-25,-95,-30,85,20.424000000000003,67.528,0.0,1
395,2,36,-20,10,27,15,-66,43.746,25.024,0.0,0
396,160,24,50,106,5,-5,-20,139.38,35.217600000000004,1.0,0
397,90,34,28,33,-53,27,21,26.950848,108.4128,0.0,1
398,-77,9,17,13,-44,-1,-71,62.340550458715605,50.20075471698114,1.5,1
399,-60,12,-15,-62,46,2,-43,40.71,19.471926605504585,0.0,0
400,-15,-5,35,25,-30,-10,-30,30.911999999999995,26.580923076923078,0.0,0
401,119,24,9,35,14,45,-8,50.40184615384615,89.69999999999999,0.0,0
402,21,1,35,0,-40,-10,35,65.13600000000001,224.11200000000002,1.5,1
403,229,15,65,92,18,-5,44,113.8776,52.44,0.5,1
404,-75,-40,-45,-55,40,0,25,15.042000000000002,24.150000000000002,-1.5,0
405,115,-11,-13,12,49,49,29,36.18557142857143,35.57494736842106,-0.5,1
406,-92,0,-79,-53,-10,-3,53,24.757199999999997,57.48528,-0.5,0
407,65,11,2,25,49,-30,8,21.873,17.7744,0.0,1
408,-17,37,75,62,-57,-99,-35,45.04714285714286,29.476799999999997,0.0,1
409,-125,-46,-64,-12,11,16,-30,38.15108571428572,37.370400000000004,0.5,0
410,-295,-30,-65,-50,-61,-27,-62,13.524000000000001,10.9434,-0.5,0
411,-370,-45,-100,-100,-60,-50,-15,17.3328,18.952,0.0,0
412,-200,40,-40,10,-100,-50,-60,60.168000000000006,45.263999999999996,1.5,0
413,16,-39,60,15,-10,-20,10,43.746,39.19199999999999,0.0,1
414,-270,-65,-87,-142,-14,-4,42,37.536,57.40800000000001,0.0,0
415,-13,45,-7,-6,-10,7,-42,53.650348623853205,72.55488,1.5,0
416,145,6,-16,0,36,25,94,60.72,66.12,0.0,1
417,-100,-3,65,-30,-57,-48,-27,19.510344827586206,15.61835294117647,-1.0,0
418,-2,-7,-18,30,9,33,-49,116.11714285714285,79.25142857142856,1.5,1
419,245,60,90,30,0,30,35,89.28600000000002,175.812,0.0,1
420,429,66,85,50,75,119,34,96.4422857142857,102.94800000000001,0.0,1
421,-1,-11,-31,-46,29,44,14,47.1615,105.55028571428569,0.0,1
422,50,0,1,-21,19,31,20,90.1968,43.90672941176471,0.0,1
423,-37,-25,-12,-27,13,-27,41,14.881270588235294,20.506800000000002,-1.5,1
424,-252,-50,-25,-30,-65,-30,-52,28.2624,28.2624,0.0,0
425,-131,-46,29,-47,-50,-35,18,8.926628571428573,24.564,0.0,1
426,-177,-35,-21,9,-35,5,-100,10.30584,9.545793103448275,-1.5,0
427,-15,45,65,10,-45,-20,-70,37.37039999999999,23.351999999999997,0.0,1
428,-157,-15,-7,4,-60,-5,-74,24.96617142857143,21.84342857142857,0.5,0
429,50,5,30,-5,30,-20,10,24.6192,35.88,0.0,1
430,-205,-24,-35,-50,-70,0,-26,15.432,31.6170297029703,0.5,0
431,295,35,60,70,35,30,65,58.4795294117647,62.376000000000005,0.5,1
432,-40,-35,-90,-29,100,-35,49,44.39657142857143,45.48888888888889,0.0,1
433,-5,30,-8,2,-5,0,-24,42.3798,33.727199999999996,0.5,0
434,227,25,10,21,85,51,35,30.981,36.156,-1.5,1
435,-15,20,30,-45,-5,-15,0,48.300000000000004,39.19199999999999,0.0,0
436,-182,-52,5,-45,-50,-45,5,13.220400000000001,22.631999999999998,0.0,1
437,-35,-4,-16,-30,-4,-15,34,0.0,0.0,0.0,0
438,-164,-50,-32,-134,11,4,37,88.32000000000001,135.63428571428574,1.0,1
439,101,11,-3,17,-6,67,15,32.62229508196722,60.010285714285715,0.0,1
440,-245,-15,-35,15,-90,-45,-75,14.843999999999998,6.4399999999999995,-1.5,0
441,7,-25,0,70,10,15,-63,48.7416,17.94,-1.5,0
442,181,33,32,22,9,4,81,85.1099076923077,117.2448,1.5,1
443,-15,-15,-35,-65,60,30,10,51.336000000000006,43.02694736842105,0.0,1
444,-182,-20,-68,20,-18,-50,-46,51.336000000000006,17.3328,0.0,0
445,-5,10,-40,20,-25,20,10,25.179692307692306,25.179692307692306,0.0,1
446,29,3,32,-1,-24,8,11,42.896949152542376,51.08816326530612,0.0,1
447,70,15,5,-45,60,30,5,29.716000000000005,40.41428571428571,-1.5,1
448,245,26,9,80,31,95,4,126.96000000000001,121.56,0.0,1
449,100,15,-10,10,50,30,5,39.19199999999999,40.926857142857145,0.5,1
450,-10,-25,-15,-5,10,-35,60,60.168000000000006,187.68,1.5,1
451,260,29,76,25,60,15,55,26.882400000000004,25.0608,-0.5,1
452,25,183,-52,-50,-42,50,-64,5.125714285714286,36.315789473684205,0.0,0
453,190,25,10,40,40,40,35,82.67011764705882,118.12799999999999,1.5,1
454,71,-25,25,5,35,5,26,18.524470588235296,21.07297297297297,-0.5,1
455,-310,-39,-45,-50,-80,-60,-36,12.696000000000002,11.792727272727273,0.0,0
456,75,9,19,6,19,-4,26,58.13664,50.962338461538465,0.0,1
457,-153,-39,-71,-18,3,-17,-11,87.65759999999999,88.98240000000001,1.0,0
458,350,65,65,60,65,45,50,106.85142857142858,75.624,0.5,1
459,95,-25,0,0,40,70,10,46.92,56.028000000000006,0.0,1
460,-62,-18,13,-56,-7,-11,17,34.638000000000005,86.55359999999999,0.0,1
461,35,5,-60,30,20,30,10,15.636000000000003,15.636000000000003,0.0,1
462,-160,-15,-40,-10,-25,-15,-55,18.194769230769232,13.524000000000001,-1.5,0
463,-155,-70,-90,-35,-15,55,0,27.687157894736842,46.47839999999999,0.0,0
464,-6,-5,-5,2,-5,-13,20,92.95679999999999,66.72576000000001,1.5,1
465,-155,25,-11,-11,-88,-54,-16,18.111849056603774,24.98352,0.0,0
466,260,46,40,74,15,7,78,65.42304,90.1968,0.5,1
467,-115,14,13,-55,-27,-55,-5,20.802514285714285,24.788651162790693,0.0,0
468,5,13,56,-36,11,-51,12,157.32,116.39999999999999,1.0,1
469,-175,-76,-52,33,-12,0,-68,53.76480000000001,26.440800000000003,0.0,0
470,116,10,13,10,28,35,20,41.10947368421053,50.40184615384615,0.5,1
471,-245,-75,10,-35,-70,-80,5,41.952,38.64,1.5,1
472,-350,-60,-55,-60,-70,-80,-25,12.475199999999997,18.952,0.0,0
473,180,60,-5,5,15,55,50,98.39399999999998,118.12799999999999,0.0,1
474,-9,-11,3,18,-15,-2,-2,39.19199999999999,51.336000000000006,0.0,0
475,-20,0,3,-8,-9,-9,3,37.006080000000004,23.798197183098598,0.0,1
476,96,26,33,27,15,20,-25,45.263999999999996,41.994461538461536,0.0,0
477,70,15,25,-15,45,-15,15,34.638000000000005,28.2624,0.5,1
478,-115,-29,-28,-3,-35,-5,-15,51.667199999999994,55.614000000000004,1.5,0
479,-174,-15,-15,-30,-37,-63,-14,12.647628865979382,26.22,0.0,0
480,212,39,37,39,46,36,15,26.041661538461536,42.2648,-1.5,1
481,-95,10,-36,-15,0,-5,-49,29.531999999999996,15.309882352941175,-1.5,0
482,262,36,22,65,45,17,77,107.19839999999999,87.37625806451612,0.5,1
483,-210,-51,-11,-42,-36,-52,-18,27.497777777777777,49.359069767441866,-1.0,0
484,175,32,26,27,45,25,20,41.469,43.746,0.0,1
485,54,34,-21,-15,17,28,11,39.19199999999999,68.3376,-1.0,1
486,-206,-45,-54,10,-25,-40,-52,57.088421052631574,18.699,0.0,0
487,215,10,110,25,55,15,0,112.05600000000001,31.9056,0.0,0
488,268,2,20,17,103,78,48,40.95483870967742,97.34307692307692,0.0,1
489,318,10,95,50,25,70,68,89.28600000000002,102.5142857142857,0.0,1
490,-54,-18,-15,-20,-5,15,-11,18.952,31.363636363636367,0.0,0
491,211,0,30,116,41,-3,27,75.9,20.44325581395349,0.0,1
492,-225,-45,-35,-55,-65,-55,30,14.904,27.048000000000002,0.0,1
493,105,15,35,15,20,10,10,93.84,75.624,0.5,1
494,30,0,5,10,-30,25,20,33.98742857142858,93.84,0.0,1
495,160,45,85,3,15,3,9,33.439578947368425,34.78813186813187,0.5,1
496,115,20,30,20,0,0,45,48.300000000000004,63.480000000000004,0.0,1
497,-275,-32,-60,-31,-60,-50,-42,13.166823529411765,7.705,-0.5,0
498,10,40,25,-65,65,-60,5,64.6944,68.3376,0.0,1
499,70,10,-20,20,20,25,15,31.306285714285714,31.306285714285714,0.0,1
500,-70,0,-25,-61,0,2,14,21.67782857142857,26.75228571428571,-0.5,0
501,-52,-16,20,100,-65,-31,-60,52.44,21.551242105263157,0.0,0
502,315,65,50,19,45,105,31,80.80175999999999,48.7416,0.0,1
503,295,50,96,-5,66,25,63,34.71789473684211,72.82153846153845,0.5,1
504,80,27,95,10,-25,0,-27,29.255999999999997,15.61835294117647,-1.0,0
505,-308,-25,-78,-23,-78,-23,-81,17.63020408163265,17.188514851485152,0.0,0
506,155,190,-55,-55,25,85,-35,10.046399999999998,57.40800000000001,0.0,0
507,195,14,56,5,50,15,55,31.188000000000002,41.86,-1.5,1
508,-120,-25,-45,-30,-5,-30,15,20.108571428571427,39.19199999999999,0.0,1
509,350,21,140,75,5,65,44,122.46514285714287,126.15870967741934,0.0,1
510,-305,-78,-90,-25,-10,-60,-42,17.319000000000003,5.844705882352941,-0.5,0
511,25,35,-10,5,10,10,-25,90.1968,31.9056,-1.0,0
512,-215,-40,-45,-45,-25,-40,-20,3.4818461538461536,10.488,0.0,0
513,-60,20,45,45,-45,-55,-70,97.81439999999999,28.529684210526312,2.0,1
514,196,25,20,136,11,17,-13,84.17999999999999,28.91581395348837,-0.5,0
515,-25,-13,20,-5,0,-20,-7,43.239999999999995,43.239999999999995,0.0,0
516,-240,-24,-33,-40,-115,-65,37,17.835310344827587,75.624,0.5,1
517,135,22,40,18,25,15,15,37.04894117647059,37.04894117647059,0.0,1
518,85,30,28,-5,43,10,-21,28.45783783783784,17.94,-0.5,0
519,238,18,90,20,0,50,60,0.0,0.0,-2.0,0
520,140,15,-15,-5,65,15,65,236.25599999999997,169.464,1.0,1
521,-50,-5,25,-20,-10,-20,-20,18.078,13.903500000000001,0.0,0
522,90,21,-15,20,25,60,-21,28.991039999999998,48.710270270270264,-1.0,0
523,120,-30,15,10,15,10,100,43.746,43.746,0.0,1
524,300,55,95,25,70,10,45,75.624,55.751999999999995,0.0,1
525,-375,-55,-90,-108,-50,-58,-14,0.0,0.0,-2.0,0
526,-85,-14,-58,-24,21,-44,34,35.740547368421055,36.20577049180328,-1.0,1
527,-482,-72,-125,-95,-75,-65,-50,10.350000000000001,16.928,0.0,0
528,140,2,20,25,20,75,-2,66.51600000000002,106.85142857142858,0.0,0
529,128,70,88,35,-20,-5,-40,22.494000000000003,25.313142857142857,0.0,1
530,285,85,40,50,15,45,50,0.0,0.0,0.0,0
531,-10,10,-5,15,-10,10,-30,92.046,71.0976,1.0,0
532,-179,-32,6,-11,-44,-29,-69,32.29945945945946,14.325714285714287,0.5,0
533,135,-5,35,5,60,20,20,75.624,35.144,-1.0,1
534,85,50,15,35,40,10,-65,34.90588235294118,35.357052631578945,0.0,0
535,-290,-55,-60,-40,-60,-25,-50,12.3096,15.042000000000002,-0.5,0
536,-365,-15,-75,-75,-110,-40,-50,23.4048,22.999999999999996,0.0,0
537,-25,11,18,-57,45,-61,19,91.01376,167.6424,1.0,1
538,60,19,-4,15,10,10,10,88.79314285714285,88.79314285714285,1.0,1
539,-45,0,0,20,-35,-15,-15,33.439578947368425,32.568000000000005,0.0,0
540,152,26,42,26,29,-14,43,41.580983606557375,59.14285714285714,0.0,1
541,85,5,35,50,20,0,-25,93.84,27.048000000000002,0.0,0
542,210,85,35,40,30,30,-10,192.20639999999997,42.8352,-1.0,0
543,119,3,40,57,-28,61,-14,60.15287671232876,60.95,0.0,0
544,205,20,-2,0,95,45,47,65.21485714285714,57.69714285714285,0.0,1
545,8,9,24,10,-5,10,-40,51.336000000000006,33.439578947368425,0.0,0
546,-270,-37,-60,-25,-90,-45,-13,9.08676923076923,12.144,-0.5,0
547,175,38,29,68,31,22,-13,118.94854054054053,46.47839999999999,0.0,0
548,90,-45,-20,22,40,42,51,125.46535384615387,228.27565714285717,1.0,1
549,242,18,58,68,45,48,5,97.4832,53.204307692307694,0.5,1
550,95,35,40,30,-20,10,0,39.19199999999999,51.336000000000006,0.0,0
551,-276,-65,-41,15,-111,-15,-59,25.262117647058822,35.357052631578945,0.0,0
552,-271,-18,-45,-62,-70,-36,-40,16.492061538461538,20.61168,0.0,0
553,-210,-50,-35,-30,-75,-20,0,40.367999999999995,98.256,2.0,0
554,-129,-10,-27,5,-37,-35,-25,70.15741935483871,51.06,1.5,0
555,-55,-55,27,12,-16,-6,-17,18.157894736842103,20.41164179104478,0.0,1
556,-130,-15,10,5,-65,-35,-30,21.650666666666666,28.2624,0.0,0
557,-10,-6,-15,2,-2,13,-2,16.07032258064516,25.901538461538465,-1.5,0
558,-212,-25,-74,-131,-1,7,12,46.644,71.72057142857142,0.0,1
559,495,80,124,135,60,85,11,158.89714285714285,75.624,0.0,1
560,80,65,25,-20,25,-15,0,39.19199999999999,48.300000000000004,0.0,0
561,-145,-32,-45,-21,15,-32,-30,34.638000000000005,29.476799999999997,0.5,0
562,85,20,10,5,35,-10,25,119.37,175.536,1.5,1
563,165,-5,-5,95,-35,95,20,67.05176470588236,184.92000000000002,0.0,1
564,-130,-10,-21,-10,-5,0,-84,39.19199999999999,17.3328,0.5,0
565,-88,-8,-57,5,-40,25,-13,39.19199999999999,55.751999999999995,0.0,0
566,-91,-41,-10,-5,-42,8,-1,18.6,22.777582417582416,0.0,0
567,60,-5,25,5,-5,-5,45,43.746,45.263999999999996,0.0,1
568,-30,27,-13,-75,17,-75,89,36.156,82.9104,-1.0,1
569,75,-10,-13,-1,-1,31,69,58.4016,99.912,0.0,1
570,-390,-60,-50,-45,-105,-45,-85,13.6896,20.01726315789474,0.0,0
571,154,5,5,5,80,20,39,0.0,0.0,0.0,0
572,160,30,24,30,25,30,21,133.03200000000004,175.536,1.0,1
573,-125,10,-10,5,-95,45,-80,17.3328,36.7632,0.0,0
574,119,4,13,35,30,44,-7,121.16399999999999,49.39296,0.0,0
575,-290,-40,-130,-90,-70,-10,50,0.0,0.0,-2.0,0
576,-85,-40,-21,-19,20,-10,-15,39.19199999999999,20.976,0.0,0
577,-15,5,20,-25,30,-45,0,39.19199999999999,20.01726315789474,0.0,0
578,-30,-15,-25,-24,26,1,7,128.3093333333333,98.74305882352942,1.5,1
579,-210,-48,-57,-77,-4,-30,6,24.914594594594593,28.37625,0.0,1
580,95,10,25,10,55,0,-5,19.595999999999997,11.789142857142856,0.0,0
581,-32,-10,-30,5,5,15,-17,52.854,27.807000000000002,0.0,0
582,190,20,-20,15,30,85,60,108.00799999999998,138.07885714285715,0.0,1
583,30,-10,-34,30,45,-25,24,39.468,21.619999999999997,0.0,1
584,-111,1,-43,-78,-18,-10,37,13.450843373493974,32.68875,0.0,1
585,335,85,80,55,75,35,5,86.03314285714286,33.439578947368425,0.0,1
586,-206,-20,-56,-15,-21,-5,-89,35.5488,15.875519999999998,0.0,0
587,250,54,60,30,35,20,51,95.19876923076923,138.0,1.5,1
588,-80,-29,4,42,-46,-18,-33,46.37577464788731,21.735,0.5,0
589,330,200,-35,-35,50,110,40,17.3328,330.648,0.0,0
590,155,-8,35,34,-5,65,34,74.7132,98.17714285714285,0.0,1
591,195,41,75,38,23,48,-30,144.3085714285714,78.38399999999999,1.0,0
592,3,6,27,10,-15,10,-35,29.255999999999997,19.904470588235295,0.0,0
593,-22,-106,35,70,5,4,-30,69.69,15.112061538461539,-0.5,0
594,110,-5,-10,-15,66,42,32,85.79389830508475,137.4289655172414,1.5,1
595,123,18,100,35,30,-65,5,27.186,21.4176,0.0,1
596,-5,5,-5,-5,10,-15,5,78.38399999999999,63.8112,1.5,1
597,240,55,-34,55,95,55,14,43.884,48.030731707317074,-1.5,1
598,-370,-51,-65,-78,-108,-63,-5,6.48048,8.8688,-0.5,0
599,322,41,70,10,105,41,55,264.592,192.8845714285714,1.0,1
600,-370,-20,-65,-30,-110,-50,-95,14.066482758620689,11.553931034482758,0.0,0
601,-140,-30,5,-30,-35,-5,-45,29.604631578947366,54.193411764705886,0.0,0
602,-145,-30,-30,30,-20,-30,-65,63.480000000000004,18.09978947368421,0.5,0
603,-175,-30,-40,-65,-20,-10,-10,39.19199999999999,27.982153846153842,0.0,0
604,-15,50,15,-25,10,-15,-50,81.69600000000001,25.179692307692306,0.0,0
605,-120,-35,-24,-63,10,-43,35,23.16192,30.084000000000003,0.0,1
606,130,43,20,9,20,13,25,24.150000000000002,25.668000000000003,-0.5,1
607,-190,-30,-45,-40,-75,-45,45,13.169142857142857,30.084000000000003,0.0,1
608,205,26,54,9,64,9,43,67.4268,42.55495384615385,0.0,1
609,-90,-15,-15,-35,-5,-35,15,23.253,23.253,0.0,1
610,-220,-40,-55,-48,-55,-48,26,6.931542857142857,13.038239999999998,0.0,1
611,-189,-50,-40,-21,-20,-27,-31,16.79353846153846,19.270714285714284,-0.5,0
612,-280,-22,-5,-105,-35,-105,-8,12.3096,17.7744,-0.5,0
613,52,-5,-20,-13,60,40,-10,40.312984615384615,39.975483870967736,0.0,0
614,-120,-36,-2,15,-45,-50,-2,29.255999999999997,51.336000000000006,0.0,0
615,-261,-29,-19,-40,-73,-36,-64,13.554666666666668,14.634133333333331,-1.0,0
616,-20,-10,10,-10,5,5,-20,49.128,27.048000000000002,0.0,0
617,-175,-20,-65,-25,-70,40,-35,13.386,37.457142857142856,0.0,0
618,30,15,-11,-25,20,20,11,144.624,143.15200000000002,1.0,1
619,-30,-10,20,9,-30,-6,-13,30.6912,30.6912,0.0,0
620,-22,-21,8,8,-44,-34,61,32.199999999999996,71.85517241379311,0.0,1
621,-153,-44,-64,-50,25,-30,10,22.631999999999998,35.88,0.0,1
622,-130,-40,10,-25,-50,-55,30,22.7976,69.552,0.0,1
623,-70,-15,-5,-30,35,-35,-20,39.19199999999999,20.976,0.0,0
624,272,40,75,39,60,44,14,84.99222857142857,54.15514285714285,0.0,1
625,112,-50,-5,31,40,76,20,42.228,65.21485714285714,-1.0,1
626,-160,-27,-3,-2,-62,-68,2,31.17696,53.76480000000001,-1.0,1
627,-5,1,-3,3,-13,5,2,71.90719999999999,117.61846153846153,1.5,1
628,107,10,15,52,15,-10,25,67.528,112.05600000000001,0.0,1
629,-175,-14,-23,-10,-70,-40,-18,19.372991999999996,26.90168674698795,0.0,0
630,20,20,42,-35,-20,10,3,15.309882352941175,23.799692307692307,0.0,1
631,153,7,-7,8,70,60,15,91.632,134.43323076923076,1.0,1
632,15,-45,-90,55,-5,85,15,102.12,124.19999999999999,-1.0,0
633,326,45,31,20,106,60,64,84.41793103448276,109.02000000000001,0.0,1
634,330,70,108,2,78,12,60,106.85142857142858,124.19999999999999,0.0,1
635,302,32,40,35,85,40,70,102.67200000000001,142.14000000000001,1.0,1
636,40,20,-10,10,25,20,-25,31.740000000000002,19.595999999999997,0.0,0
637,-125,11,-11,-33,-60,-30,-2,26.238400000000006,42.46153846153847,0.0,0
638,120,0,25,0,55,0,40,45.263999999999996,53.76480000000001,0.0,1
639,208,-45,70,55,60,-5,73,148.488,75.624,0.0,1
640,310,-40,35,92,65,87,71,100.21560000000002,262.64160000000004,0.0,1
641,315,-25,35,45,70,75,115,57.40800000000001,233.49599999999998,0.0,1
642,-160,-30,15,35,-65,-55,-60,39.19199999999999,11.040000000000001,-1.0,0
643,-70,25,-30,25,-70,30,-50,34.224,35.72228571428572,0.0,0
644,-162,15,-32,-15,-55,-15,-60,18.790080000000003,20.183999999999997,0.0,0
645,-63,-8,14,-10,-20,-39,0,31.995555555555562,24.98352,0.0,0
646,-95,-15,-2,-40,7,-30,-15,51.78285714285715,66.24,1.5,0
647,-260,-15,-30,-90,-55,-85,15,8.880705882352942,28.704000000000004,0.0,0
648,21,-19,20,0,-15,-10,45,65.13600000000001,224.11200000000002,1.5,1
649,25,5,-75,35,20,50,-10,0.0,0.0,-2.0,0
650,-290,-35,-145,-55,0,-30,-25,57.40800000000001,39.19199999999999,0.0,0
651,285,45,40,25,75,85,15,119.34240000000003,269.928,0.0,1
652,-7,55,88,-167,88,-167,96,232.2816,461.80319999999995,0.0,1
653,-250,-40,-70,-125,-20,-5,10,72.312,85.6704,1.0,1
654,-90,-25,-10,-35,-45,20,5,16.182315789473684,58.809230769230766,0.0,1
655,67,-15,-10,2,-5,45,50,16.56,58.63028571428571,-0.5,1
656,-185,-85,-25,-43,-20,-15,3,20.065199999999997,37.168,0.0,1
657,-58,-14,-49,-25,50,5,-25,78.38399999999999,118.12799999999999,1.5,0
658,-10,6,-5,-2,-2,3,-10,37.457142857142856,19.904470588235295,0.0,0
659,-58,-29,-41,-11,7,-16,32,43.66610526315789,29.6286,0.0,1
660,295,215,-35,-25,45,95,0,14.904,92.184,0.0,0
661,50,30,5,50,35,15,-85,64.41415384615385,28.104,0.0,0
662,90,8,-20,20,30,35,17,0.0,0.0,-2.0,0
663,295,45,70,30,70,30,50,75.624,75.624,0.0,1
664,15,22,20,25,-20,5,-37,32.76282352941177,29.604631578947366,0.0,0
665,-105,12,-26,41,-91,31,-72,30.004800000000003,35.740547368421055,0.0,0
666,179,63,38,-3,26,1,54,0.0,0.0,-1.0,0
667,56,8,12,40,14,-7,-11,38.419200000000004,19.595999999999997,-1.5,0
668,5,20,5,-25,70,-35,-30,75.624,41.794285714285714,0.0,0
669,-60,17,-31,-13,-16,7,-24,81.0888,69.4228085106383,0.5,0
670,-338,-40,-50,-30,-119,-99,0,10.046399999999998,18.894171428571426,0.0,0
671,-260,-30,-30,-26,-70,-46,-58,24.25488,15.115199999999998,0.0,0
672,-30,10,10,-2,-35,-2,-11,31.52210526315789,32.786373626373624,0.0,0
673,-102,-30,20,-10,-16,-56,-10,21.934736842105263,23.578285714285713,0.0,0
674,-345,-25,-110,-10,-85,-30,-85,18.6,12.263999999999998,0.0,0
675,-105,-35,30,-28,-20,-55,3,17.7376,27.807000000000002,0.0,1
676,250,-5,84,6,106,-6,65,44.160000000000004,24.190588235294122,0.0,1
677,100,70,70,0,20,-100,40,39.19199999999999,75.624,0.0,1
678,-105,-10,-5,-120,4,-2,28,55.751999999999995,79.2672,0.5,1
679,241,40,45,16,56,32,52,34.5,35.27023255813954,-1.5,1
680,350,81,71,65,51,48,34,92.046,115.3764923076923,1.5,1
681,120,-19,22,83,-13,83,-36,65.81538461538462,63.480000000000004,0.0,0
682,200,30,30,20,20,30,70,123.924,96.60000000000001,1.0,1
683,140,39,68,33,-7,10,-3,113.19679999999998,140.83885714285714,1.0,0
684,-385,-30,-95,-195,-30,-40,5,0.0,0.0,-1.0,0
685,36,56,-29,-71,56,-21,45,21.619999999999997,87.906,-1.5,0
686,-23,-15,42,-25,22,-70,23,19.705116279069767,20.108571428571427,0.0,1
687,384,75,117,52,67,42,31,71.49962264150943,53.99249999999999,0.5,1
688,143,17,27,52,18,44,-15,105.22500000000001,53.892631578947366,0.0,0
689,101,5,-9,15,61,0,29,60.84,98.9,0.0,1
690,-68,15,-7,13,-62,8,-35,25.158933333333326,36.35839999999999,0.0,0
691,-204,-60,-23,-23,-40,-41,-17,26.72842105263158,20.976,0.0,1
692,0,0,-23,21,-5,38,-31,29.762541176470588,34.78813186813187,0.0,0
693,20,-6,-2,25,0,24,-21,25.0608,19.595999999999997,0.0,0
